transcript	name	gene	n_readlength	maxmean_readlength	sigma_readlength	prop_readlength	min_readlength	n_polyA	maxmean_polyA	sigma_polyA	prop_polyA	min_polyA	t5	transcript_id	hist5p_0	hist5p_1	hist5p_2	hist5p_3	hist5p_4	hist5p_5	hist5p_6	hist5p_7	hist5p_8	hist5p_9	hist3p_0	hist3p_1	hist3p_2	hist3p_3	hist3p_4	hist3p_5	hist3p_6	hist3p_7	hist3p_8	hist3p_9
ENSMUST00000000356	Dazap2	ENSMUSG00000000346	351.0	1844.51471745097	79.5253475443986	0.763723991329099	179.0	243.0	142.451817048762	67.3314292191355	0.514418914993661	4.61	3.6024222320980694	ENSMUST00000000356	0.0	0.2550143266475644	0.0515759312320916	0.0573065902578796	0.0802292263610315	0.0687679083094555	0.1346704871060172	0.154727793696275	0.157593123209169	0.0401146131805157	0.0	0.0	0.0	0.0	0.0	0.0200573065902578	0.0057306590257879	0.0028653295128939	0.0057306590257879	0.9656160458452722
ENSMUST00000000388	Ccm2	ENSMUSG00000000378	75.0	1872.59321853089	68.5341011196323	0.673522181098014	263.0	58.0	162.437085696393	78.5164306145951	0.537610789189807	19.44	1.2210568900874	ENSMUST00000000388	0.3733333333333333	0.0533333333333333	0.0266666666666666	0.0533333333333333	0.04	0.08	0.1066666666666666	0.1466666666666666	0.1066666666666666	0.0133333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0133333333333333	0.0	0.9866666666666668
ENSMUST00000000394	Tbrg4	ENSMUSG00000000384	60.0	2288.97823388547	309.884107198085	0.673973377865664	224.0	35.0	154.684651963719	67.0172574311783	0.560477035334459	21.31	2.23693637595837	ENSMUST00000000394	0.1666666666666666	0.05	0.0833333333333333	0.0166666666666666	0.1166666666666666	0.0833333333333333	0.0333333333333333	0.15	0.2166666666666666	0.0833333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ENSMUST00000000449	Mkrn2	ENSMUSG00000000439	53.0	1423.08182563914	646.663858483193	0.558978889053537	285.0	39.0	155.147725274101	95.4606239699726	0.585414650471066	22.52	4.29619355147951	ENSMUST00000000449	0.25	0.2777777777777778	0.3333333333333333	0.0833333333333333	0.0	0.0	0.0	0.0277777777777777	0.0277777777777777	0.0	0.0	0.0	0.2222222222222222	0.7222222222222222	0.0	0.0	0.0	0.0	0.0277777777777777	0.0277777777777777
ENSMUST00000000451	Raf1	ENSMUSG00000000441	43.0	2929.25315862558	134.952585705491	0.670713345712725	292.0	35.0	178.99178506339	94.5989053831402	0.577758460127498	27.15	4.93098859429418	ENSMUST00000000451	0.3157894736842105	0.1052631578947368	0.0	0.0526315789473684	0.0789473684210526	0.0789473684210526	0.0263157894736842	0.1578947368421052	0.1578947368421052	0.0263157894736842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ENSMUST00000023128	Itga5	ENSMUSG00000000555	245.0	2222.36467766528	1134.91315634356	0.547612974989516	181.0	184.0	186.137959811828	63.5593055116747	0.492944785930235	13.68	0.604023717533743	ENSMUST00000023128	0.0530612244897959	0.036734693877551	0.0448979591836734	0.0612244897959183	0.0448979591836734	0.0775510204081632	0.1510204081632653	0.1673469387755102	0.2612244897959184	0.1020408163265306	0.0040816326530612	0.0	0.0	0.0040816326530612	0.0040816326530612	0.0	0.0040816326530612	0.0122448979591836	0.0	0.9714285714285714
ENSMUST00000000579	Sox9	ENSMUSG00000000567	370.0	1553.22383802162	995.73238266526	0.587652470558262	192.0	259.0	167.619188629303	66.5745162853125	0.514155366055207	10.28	0.1903756125453079	ENSMUST00000000579	0.0432432432432432	0.0297297297297297	0.0216216216216216	0.0243243243243243	0.0594594594594594	0.0648648648648648	0.1027027027027027	0.2243243243243243	0.2945945945945946	0.1351351351351351	0.0	0.0027027027027027	0.0027027027027027	0.0	0.0	0.0783783783783783	0.0054054054054054	0.0	0.0162162162162162	0.8945945945945946
ENSMUST00000172361	Hnrnpd	ENSMUSG00000000568	272.0	1491.54312314966	201.667814664285	0.557975138694544	176.0	201.0	157.234699391244	69.7064668424225	0.520810220189888	9.36	5.53097066985729	ENSMUST00000172361	0.5811320754716981	0.3320754716981132	0.0679245283018867	0.0	0.0	0.0	0.0037735849056603	0.0075471698113207	0.0075471698113207	0.0	0.0150943396226415	0.0037735849056603	0.9471698113207548	0.0150943396226415	0.0	0.0	0.0	0.0	0.0	0.0188679245283018
ENSMUST00000000594	C1d	ENSMUSG00000000581	80.0	1062.83473656606	404.318895709356	0.441268925141266	189.0	58.0	163.914969950982	80.4881975466841	0.546505701196661	10.27	3.3341247377204306	ENSMUST00000000594	0.575	0.2375	0.15	0.0125	0.0125	0.0	0.0125	0.0	0.0	0.0	0.0	0.025	0.05	0.8625	0.0	0.0	0.0625	0.0	0.0	0.0
ENSMUST00000000642	Hk2	ENSMUSG00000000628	30.0	1655.02108869386	753.006062559669	0.521260588757385	316.0	23.0	162.940322603842	51.296328998014	0.522853832487064	5.12	0.444121010029255	ENSMUST00000000642	0.0	0.0	0.0	0.0666666666666666	0.0	0.0333333333333333	0.1666666666666666	0.2333333333333333	0.2666666666666666	0.2333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0333333333333333	0.0	0.0	0.9666666666666668
ENSMUST00000000727	Rab5b	ENSMUSG00000000711	102.0	1826.06634533715	885.02106343559	0.542836814720323	183.0	73.0	166.807234063221	58.1299588037533	0.494854813004661	6.26	3.33768053617554	ENSMUST00000000727	0.0980392156862745	0.0294117647058823	0.0588235294117647	0.0392156862745098	0.1274509803921568	0.088235294117647	0.1078431372549019	0.1862745098039215	0.2549019607843137	0.0098039215686274	0.0	0.0098039215686274	0.0196078431372549	0.0	0.0	0.0	0.0	0.0098039215686274	0.0	0.9607843137254902
ENSMUST00000000756	Rpl13	ENSMUSG00000000740	5641.0	775.052950988263	45.4769321701014	0.329938760069087	123.0	4439.0	103.748088146458	54.3308379880448	0.522575033580398	3.25	100.0	ENSMUST00000000756	0.3580925367842581	0.3758198900904095	0.0475093068604857	0.0388229037404715	0.0329728771494415	0.0496365892572239	0.0462683921290551	0.0338592448147491	0.0166637121077823	0.000354547066123	0.0	0.0	0.000354547066123	0.000709094132246	0.000709094132246	0.000709094132246	0.0014181882644921	0.0019500088636766	0.0028363765289842	0.9913135968799858
ENSMUST00000092907	Rpa1	ENSMUSG00000000751	209.0	1889.35746076204	906.870148888155	0.557484651202341	197.0	162.0	162.647926652597	72.3266343963755	0.52032936594358	17.87	8.56589336698223	ENSMUST00000092907	0.1866028708133971	0.0430622009569378	0.1004784688995215	0.2392344497607655	0.2966507177033493	0.1339712918660287	0.0	0.0	0.0	0.0	0.0	0.0	0.0047846889952153	0.0047846889952153	0.0	0.9904306220095692	0.0	0.0	0.0	0.0
ENSMUST00000000793	Polr3d	ENSMUSG00000000776	16.0	1284.69448466995	427.214545201481	0.491190111116698	277.0	10.0	213.027726852794	104.838743348555	0.60839947112879	39.0	0.61587132333443	ENSMUST00000000793	0.0625	0.0	0.0	0.3125	0.0	0.1875	0.0625	0.3125	0.0	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ENSMUST00000149163	Tpd52l2	ENSMUSG00000000827	56.0	1407.86639691574	630.999530503876	0.506128685106572	365.0	35.0	148.879503341586	70.5768585658255	0.538522071897082	26.22	8.57982357184276	ENSMUST00000149163	0.6545454545454545	0.1818181818181818	0.0545454545454545	0.0545454545454545	0.0	0.0181818181818181	0.0	0.0181818181818181	0.0181818181818181	0.0	0.0	0.0	0.4909090909090909	0.0545454545454545	0.3090909090909091	0.0	0.0909090909090909	0.0	0.0	0.0545454545454545
ENSMUST00000000985	Oxa1l	ENSMUSG00000000959	87.0	1562.02652962935	270.427677122904	0.527652584584106	206.0	60.0	137.54670426373	62.3727193128188	0.524851468965439	19.72	8.67173477207544	ENSMUST00000000985	0.5287356321839081	0.1034482758620689	0.0919540229885057	0.160919540229885	0.0919540229885057	0.0114942528735632	0.0	0.0	0.0114942528735632	0.0	0.0	0.0	0.0	0.0	0.0	0.9195402298850576	0.0229885057471264	0.0	0.0	0.057471264367816
ENSMUST00000001042	Ilf2	ENSMUSG00000001016	174.0	1673.72094956233	177.566518725561	0.651970916373465	212.0	134.0	159.681463108962	64.8753905451219	0.513893059157628	17.54	9.55115299047957	ENSMUST00000001042	0.3448275862068966	0.057471264367816	0.1034482758620689	0.0517241379310344	0.0804597701149425	0.1436781609195402	0.1149425287356321	0.057471264367816	0.0402298850574712	0.0057471264367816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7298850574712644	0.0	0.2701149425287356
ENSMUST00000001043	Chtop	ENSMUSG00000001017	61.0	1417.38527696171	664.603067968338	0.543023688671289	198.0	49.0	174.465763346237	77.7663858158889	0.533583805046153	20.46	2.69933242175505	ENSMUST00000001043	0.0163934426229508	0.0327868852459016	0.0327868852459016	0.0163934426229508	0.0655737704918032	0.1967213114754098	0.2622950819672131	0.0983606557377049	0.2459016393442623	0.0327868852459016	0.0	0.0	0.0	0.0	0.0	0.0	0.0163934426229508	0.180327868852459	0.0163934426229508	0.7868852459016393
ENSMUST00000001051	S100a6	ENSMUSG00000001025	7916.0	498.955639698531	34.6485175786526	0.198435846414593	140.0	6092.0	130.6698915267	57.4531388367007	0.495235415750866	2.55	100.0	ENSMUST00000001051	0.0010104837691044	0.0011367942402425	0.000126310471138	0.0252620942276114	0.9019830743968676	0.0300618921308576	0.0194518125552608	0.0166729821902235	0.0040419350764178	0.0002526209422761	0.0	0.0	0.0	0.0	0.0	0.0	0.0008841732979664	0.0007578628268283	0.0065681444991789	0.9917898193760264
ENSMUST00000108714	Mapk7	ENSMUSG00000001034	14.0	2198.15705704272	737.341799878754	0.536070153413134	573.0	14.0	203.89603251843	17.8766325075117	0.707353805247096	48.22	0.6151481125578089	ENSMUST00000108714	0.1428571428571428	0.0	0.1428571428571428	0.0	0.2142857142857142	0.1428571428571428	0.0714285714285714	0.2142857142857142	0.0714285714285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ENSMUST00000127405	Nhp2	ENSMUSG00000001056	388.0	783.721278495686	37.6999558913509	0.383426875609003	191.0	306.0	122.635594472012	51.7715780181783	0.514083271998349	10.62	4.97316971660023	ENSMUST00000127405	0.6649484536082474	0.0798969072164948	0.0773195876288659	0.0644329896907216	0.0773195876288659	0.0283505154639175	0.0077319587628865	0.0	0.0	0.0	0.0	0.0	0.0	0.0025773195876288	0.0	0.0	0.0077319587628865	0.9845360824742267	0.0	0.0051546391752577
ENSMUST00000102581	Kctd10	ENSMUSG00000001098	205.0	2114.07078007798	778.395923483597	0.518565689729964	202.0	143.0	140.8075312187	53.5073084055259	0.501918740866402	17.44	1.42052223549919	ENSMUST00000102581	0.1463414634146341	0.0780487804878048	0.0878048780487804	0.0634146341463414	0.1170731707317073	0.1024390243902439	0.1512195121951219	0.1268292682926829	0.0926829268292682	0.0341463414634146	0.0	0.0	0.0	0.0390243902439024	0.0146341463414634	0.0097560975609756	0.0	0.0195121951219512	0.0	0.9170731707317074
ENSMUST00000001127	Poldip2	ENSMUSG00000001100	119.0	1631.38114528292	350.535042032248	0.578768211573986	207.0	89.0	163.64448795091	66.6273349415536	0.534478115003948	23.96	5.98162647020933	ENSMUST00000001127	0.3193277310924369	0.1176470588235294	0.0504201680672268	0.1260504201680672	0.0756302521008403	0.0924369747899159	0.0504201680672268	0.0672268907563025	0.0840336134453781	0.0168067226890756	0.0	0.0084033613445378	0.0	0.0	0.0	0.0	0.0	0.3865546218487395	0.0084033613445378	0.5966386554621849
ENSMUST00000001186	Snrnp27	ENSMUSG00000001158	83.0	866.657912346183	34.045470039758	0.401208613079192	170.0	59.0	150.31021837146	62.7766575996674	0.514080656656829	3.48	8.815087703766249	ENSMUST00000001186	0.6626506024096386	0.0120481927710843	0.0963855421686747	0.0602409638554216	0.0481927710843373	0.0240963855421686	0.0602409638554216	0.0240963855421686	0.0120481927710843	0.0	0.0	0.0	0.0	0.0	0.0	0.0120481927710843	0.0	0.0	0.072289156626506	0.9156626506024096
ENSMUST00000001204	Calm1	ENSMUSG00000001175	388.0	976.75255511622	317.427816464106	0.478009918949322	183.0	276.0	125.340538620757	59.6617941048794	0.513049575009338	3.0	6.89615887830252	ENSMUST00000001204	0.1469072164948453	0.3505154639175257	0.4097938144329897	0.0747422680412371	0.0	0.0051546391752577	0.0051546391752577	0.0025773195876288	0.0051546391752577	0.0	0.0	0.0103092783505154	0.0206185567010309	0.9458762886597938	0.0	0.0	0.0025773195876288	0.0	0.0	0.0206185567010309
ENSMUST00000001326	Sp1	ENSMUSG00000001280	88.0	1895.73363250938	996.334251808012	0.550952287496765	217.0	62.0	172.723503374223	65.1288092715183	0.508420377636336	5.72	0.6841987834969369	ENSMUST00000001326	0.0227272727272727	0.0	0.0	0.0227272727272727	0.0681818181818181	0.0795454545454545	0.0568181818181818	0.1477272727272727	0.3636363636363636	0.2386363636363636	0.0	0.0	0.0	0.0227272727272727	0.0	0.1022727272727272	0.0	0.0113636363636363	0.0	0.8636363636363636
ENSMUST00000043172	Rarg	ENSMUSG00000001288	180.0	1770.89858235936	769.826809302215	0.526984431230044	148.0	137.0	172.44335024431	107.181909571851	0.540458209715159	15.7	2.9234550864107094	ENSMUST00000043172	0.1	0.0277777777777777	0.0666666666666666	0.05	0.0611111111111111	0.1444444444444444	0.1722222222222222	0.1444444444444444	0.1777777777777777	0.0555555555555555	0.0	0.0	0.0055555555555555	0.0	0.0	0.0	0.0	0.0055555555555555	0.0111111111111111	0.9777777777777776
ENSMUST00000001319	Efnb2	ENSMUSG00000001300	57.0	1884.36590856484	1212.72573126028	0.611265201629583	226.0	39.0	185.090199312665	75.3637918008174	0.512358262622704	7.74	0.28534420955	ENSMUST00000001319	0.0175438596491228	0.0175438596491228	0.0526315789473684	0.0350877192982456	0.0350877192982456	0.0526315789473684	0.0526315789473684	0.3157894736842105	0.1929824561403508	0.2280701754385964	0.0	0.0	0.0	0.0	0.0175438596491228	0.0175438596491228	0.0	0.0	0.0	0.9649122807017544
ENSMUST00000001416	Hars	ENSMUSG00000001380	144.0	1951.36003915707	29.8071179190423	0.751651631022286	235.0	117.0	133.386169269997	62.962153184773	0.510314087326218	3.83	12.4958302666184	ENSMUST00000001416	0.2638888888888889	0.0416666666666666	0.0694444444444444	0.0486111111111111	0.0763888888888889	0.0972222222222222	0.1388888888888889	0.1111111111111111	0.1180555555555555	0.0347222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ENSMUST00000001419	Zmat2	ENSMUSG00000001383	139.0	983.967615881794	290.405356660512	0.518510102132511	176.0	105.0	128.797259334887	55.3696136077114	0.514868196498349	15.5	5.88336859045339	ENSMUST00000001419	0.3381294964028777	0.1438848920863309	0.1726618705035971	0.1438848920863309	0.0863309352517985	0.0431654676258992	0.0	0.0359712230215827	0.0287769784172661	0.0071942446043165	0.0	0.0215827338129496	0.0071942446043165	0.1366906474820144	0.1366906474820144	0.5827338129496403	0.0431654676258992	0.0	0.0	0.0719424460431654
ENSMUST00000088248	Ube2c	ENSMUSG00000001403	393.0	965.05165201	31.346684290707	0.460894055960928	248.0	307.0	155.0805011563	68.8964335327016	0.515246781637044	5.22	5.63954161171219	ENSMUST00000088248	0.6030534351145038	0.0585241730279898	0.0508905852417302	0.0534351145038167	0.0661577608142493	0.0737913486005089	0.0636132315521628	0.0305343511450381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025445292620865	0.0025445292620865	0.0	0.9949109414758268
ENSMUST00000001452	Cct3	ENSMUSG00000001416	657.0	1958.73590356686	48.5931612511615	0.716007782397813	215.0	501.0	145.362275360319	64.8398885516367	0.510587022377308	3.87	7.842426630587421	ENSMUST00000001452	0.3059360730593607	0.0547945205479452	0.0441400304414003	0.0669710806697108	0.076103500761035	0.0958904109589041	0.106544901065449	0.136986301369863	0.1004566210045662	0.0121765601217656	0.0	0.0015220700152207	0.0	0.0015220700152207	0.0	0.0	0.0	0.0030441400304414	0.0015220700152207	0.9923896499238964
ENSMUST00000001460	Snd1	ENSMUSG00000001424	228.0	1836.49268694702	1006.3140893459	0.578279159037951	263.0	171.0	168.691945671413	72.8909485954397	0.526565896249123	20.0	13.3909603422512	ENSMUST00000001460	0.0657894736842105	0.0263157894736842	0.0570175438596491	0.0219298245614035	0.0482456140350877	0.1008771929824561	0.1096491228070175	0.1842105263157894	0.2894736842105263	0.0964912280701754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0219298245614035	0.0	0.9780701754385964
ENSMUST00000001479	Kpnb1	ENSMUSG00000001440	676.0	1933.51815311722	1085.96970968778	0.564917558724928	151.0	487.0	148.661048187537	66.256637318574	0.507031973076052	2.31	4.87453234540574	ENSMUST00000001479	0.0489614243323442	0.0385756676557863	0.043026706231454	0.0816023738872403	0.1320474777448071	0.1869436201780415	0.2181008902077151	0.0652818991097922	0.0949554896142433	0.0905044510385756	0.0	0.0029673590504451	0.0	0.0029673590504451	0.0029673590504451	0.0222551928783382	0.6305637982195845	0.0029673590504451	0.0029673590504451	0.3323442136498516
ENSMUST00000001485	Mrpl10	ENSMUSG00000001445	111.0	1654.19418264676	114.225200690306	0.679596670859644	241.0	82.0	140.203389574057	64.2100894213034	0.531125349204935	12.83	9.57089552449035	ENSMUST00000001485	0.3783783783783784	0.036036036036036	0.072072072072072	0.063063063063063	0.054054054054054	0.1171171171171171	0.0990990990990991	0.0990990990990991	0.081081081081081	0.0	0.0	0.0	0.009009009009009	0.0	0.0	0.045045045045045	0.009009009009009	0.0	0.2792792792792792	0.6576576576576577
ENSMUST00000001507	Cyp51	ENSMUSG00000001467	390.0	1748.20178316272	789.387354246502	0.534937257092648	138.0	292.0	140.416518681908	72.2671881025103	0.519160559334925	5.12	1.8020044077053	ENSMUST00000001507	0.123076923076923	0.0564102564102564	0.0897435897435897	0.1153846153846153	0.1333333333333333	0.2025641025641025	0.141025641025641	0.0512820512820512	0.0487179487179487	0.0384615384615384	0.0	0.0	0.0025641025641025	0.0	0.0025641025641025	0.0076923076923076	0.3871794871794872	0.3871794871794872	0.0333333333333333	0.1794871794871795
ENSMUST00000001513	Tubb6	ENSMUSG00000001473	250.0	1798.69038625002	42.2187301361517	0.678844620660575	206.0	192.0	137.325862124974	86.2264932406096	0.542030018289052	8.46	0.76623470290019	ENSMUST00000001513	0.3654618473895582	0.0401606425702811	0.0642570281124498	0.0602409638554216	0.0602409638554216	0.0963855421686747	0.1044176706827309	0.0963855421686747	0.0963855421686747	0.0160642570281124	0.0	0.0	0.0	0.0040160642570281	0.0	0.0	0.0	0.0	0.0	0.9959839357429718
ENSMUST00000074372	Irx2	ENSMUSG00000001504	47.0	1748.0248160908	651.490139265532	0.533286421962006	272.0	38.0	197.315541593983	64.4075078515387	0.56494011052588	25.92	0.260995339340714	ENSMUST00000074372	0.1276595744680851	0.0425531914893617	0.0425531914893617	0.1489361702127659	0.0	0.1276595744680851	0.1702127659574468	0.1489361702127659	0.1276595744680851	0.0638297872340425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3617021276595745	0.6382978723404256
ENSMUST00000073316	Foxm1	ENSMUSG00000001517	109.0	1859.91651346363	1080.81328628133	0.578306709058811	225.0	86.0	157.524479954699	82.4964795257511	0.541274667597242	10.04	5.10298875966984	ENSMUST00000073316	0.036697247706422	0.055045871559633	0.036697247706422	0.036697247706422	0.091743119266055	0.128440366972477	0.2752293577981651	0.1834862385321101	0.1376146788990825	0.018348623853211	0.0091743119266055	0.0	0.0	0.0	0.0	0.018348623853211	0.018348623853211	0.2844036697247706	0.0091743119266055	0.6605504587155964
ENSMUST00000001562	Tulp3	ENSMUSG00000001521	87.0	2188.32129185022	1002.88725267127	0.548315678245677	265.0	69.0	166.264977532319	66.4840993598092	0.495420245691658	5.67	3.54641991121216	ENSMUST00000001562	0.1264367816091954	0.0804597701149425	0.0229885057471264	0.0229885057471264	0.0344827586206896	0.1379310344827586	0.1954022988505747	0.1839080459770115	0.1379310344827586	0.057471264367816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ENSMUST00000001611	Nom1	ENSMUSG00000001569	32.0	1767.85515714117	869.770000813532	0.565051924202445	283.0	22.0	148.111923707105	101.181991150566	0.588681104631675	6.5	1.28198754604457	ENSMUST00000001611	0.1333333333333333	0.2333333333333333	0.3333333333333333	0.0666666666666666	0.0	0.1	0.0	0.0666666666666666	0.0666666666666666	0.0	0.0333333333333333	0.0666666666666666	0.0	0.6333333333333333	0.0	0.0666666666666666	0.0666666666666666	0.0666666666666666	0.0	0.0666666666666666
ENSMUST00000167662	Ergic1	ENSMUSG00000001576	333.0	1733.60414246115	783.376310254558	0.544375013242089	205.0	245.0	141.965367430099	60.2768739356773	0.522469847858151	15.58	5.39715207099039	ENSMUST00000167662	0.2582582582582582	0.033033033033033	0.069069069069069	0.087087087087087	0.066066066066066	0.051051051051051	0.078078078078078	0.1531531531531531	0.1591591591591591	0.045045045045045	0.0	0.003003003003003	0.0	0.0	0.1831831831831832	0.0	0.0	0.0	0.015015015015015	0.7987987987987988
ENSMUST00000001672	Ifrd1	ENSMUSG00000001627	109.0	1846.27751207035	79.7040925095037	0.742242106013085	187.0	85.0	215.890995272737	53.9208722914003	0.535086902811785	29.56	0.84126137802793	ENSMUST00000001672	0.3119266055045872	0.1009174311926605	0.1834862385321101	0.2385321100917431	0.146788990825688	0.0091743119266055	0.0	0.0091743119266055	0.0	0.0	0.0	0.0	0.0	0.0091743119266055	0.0	0.981651376146789	0.0	0.0	0.0	0.0091743119266055
ENSMUST00000001675	Stk38l	ENSMUSG00000001630	19.0	1594.63234885202	647.292404808375	0.561993315873195	337.0	16.0	185.521865266655	72.1940675354195	0.52080722296962	25.61	1.07767682724386	ENSMUST00000001675	0.1052631578947368	0.0	0.2105263157894736	0.1578947368421052	0.0526315789473684	0.0526315789473684	0.1052631578947368	0.0	0.1578947368421052	0.1578947368421052	0.0	0.0	0.0	0.0	0.0	0.5263157894736842	0.0	0.0	0.0	0.4736842105263157
