sample	contig	n	mean	sigma	prop	min	conv	synthrate	synthrate_norm
mmu_dRNA_3T3_PION_1	ENSMUST00000000171	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000000175	375	137.029731970962	58.0564709747078	0.509756727870341	5.78	1	0.686600619707607	2.6688317140171
mmu_dRNA_3T3_PION_1	ENSMUST00000000188	438	132.136008366248	55.1941960087807	0.508912132907435	1.77	1	0.584853984138656	2.27334030313461
mmu_dRNA_3T3_PION_1	ENSMUST00000000193	165	176.368957327213	73.8168338586948	0.540786208215325	8.33	1	1.88321726353962	7.32010693415831
mmu_dRNA_3T3_PION_1	ENSMUST00000000199	313	140.62846010184	58.3748724108719	0.48988688770013	3.43	1	0.894765198559161	3.47797201163383
mmu_dRNA_3T3_PION_1	ENSMUST00000000260	20	135.223618305299	38.3485290435469	0.569394381371708	23.55	1	9.80635056814843	38.1175003981054
mmu_dRNA_3T3_PION_1	ENSMUST00000000266	185	168.614316012125	76.7495452850825	0.504589161081626	2.43	1	1.78024751490892	6.91986125589629
mmu_dRNA_3T3_PION_1	ENSMUST00000000284	54	169.617658061256	77.829064493637	0.559233538481148	20.17	1	4.94882554947103	19.236193784956
mmu_dRNA_3T3_PION_1	ENSMUST00000000285	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000000287	759	150.775585864191	62.7014239291183	0.500021855289128	6.24	1	0.380841286973106	1.48033846097278
mmu_dRNA_3T3_PION_1	ENSMUST00000000291	91	154.175428289742	67.3228081972203	0.50600126399287	8.06	1	3.1732411782328	12.3344582710968
mmu_dRNA_3T3_PION_1	ENSMUST00000000299	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000000304	158	120.735037441522	59.6879694056348	0.512299374393729	2.72	1	1.45799634755056	5.66726387884868
mmu_dRNA_3T3_PION_1	ENSMUST00000000310	11	123.208572453383	42.545003880283	0.529994436805787	31.71	1	15.6946025534693	61.0052654065912
mmu_dRNA_3T3_PION_1	ENSMUST00000000335	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000000348	271	144.267590075063	72.9007937626767	0.529447783299345	3	1	0.984577963391825	3.82707620441922
mmu_dRNA_3T3_PION_1	ENSMUST00000000349	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000000356	761	147.355475851734	67.5418533836161	0.514624404066899	8.4	1	0.354813905515056	1.37916945664294
mmu_dRNA_3T3_PION_1	ENSMUST00000000365	157	143.359387475081	72.3848678004709	0.523490403742546	18.25	1	1.52223435952614	5.91695844463402
mmu_dRNA_3T3_PION_1	ENSMUST00000000384	106	176.252955145669	69.8854881704666	0.526853051632579	14	1	2.90534191905697	11.2931279568967
mmu_dRNA_3T3_PION_1	ENSMUST00000000388	197	139.815329664185	59.9557504289517	0.512915146454817	7.43	1	1.31017138840447	5.09266501049874
mmu_dRNA_3T3_PION_1	ENSMUST00000000394	89	161.842866120046	65.0359297733739	0.518336586783452	23.27	1	3.00383676443301	11.6759795877599
mmu_dRNA_3T3_PION_1	ENSMUST00000000430	87	161.554429794706	64.7372211207266	0.546909258545057	22.29	1	2.92688512279239	11.3768668637667
mmu_dRNA_3T3_PION_1	ENSMUST00000000449	106	157.737186963487	70.7229843581157	0.538545732562924	12.15	1	2.55032013979787	9.9131504904374
mmu_dRNA_3T3_PION_1	ENSMUST00000000451	88	158.211954883504	72.1164920514964	0.515270824048311	6.68	1	3.34184268233601	12.9898160267791
mmu_dRNA_3T3_PION_1	ENSMUST00000000466	415	147.875357026619	68.4575203649541	0.513380015744411	3.82	1	0.676148918125465	2.62820572002988
mmu_dRNA_3T3_PION_1	ENSMUST00000000476	121	187.002888028459	71.3980934114378	0.512475430960628	7.86	1	2.88895749206391	11.2294413287173
mmu_dRNA_3T3_PION_1	ENSMUST00000000505	635	144.36519311741	68.1599427425039	0.507882646307527	3.62	1	0.436411787299059	1.69634221829076
mmu_dRNA_3T3_PION_1	ENSMUST00000000514	22	172.527083753159	50.9545273361594	0.536235555224739	33.66	1	11.7712078378553	45.754943832316
mmu_dRNA_3T3_PION_1	ENSMUST00000000542	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000000543	32	174.546622616212	77.7939728288769	0.523075657729305	16.79	1	9.42482102523664	36.6344866711574
mmu_dRNA_3T3_PION_1	ENSMUST00000000544	19	245.155313904242	42.7787680372412	0.48686136939129	10.69	1	25.3465985493969	98.5227861866737
mmu_dRNA_3T3_PION_1	ENSMUST00000000579	719	169.902854149915	68.5547066232845	0.498229308769849	2.1	1	0.468426203601226	1.82078295877445
mmu_dRNA_3T3_PION_1	ENSMUST00000000590	125	146.289838607526	68.7511442018867	0.496492452046525	4.47	1	2.28514794974948	8.88242035393111
mmu_dRNA_3T3_PION_1	ENSMUST00000000594	214	150.527890615421	70.2149786501632	0.5198495954055	4.17	1	1.31560240260281	5.11377548216998
mmu_dRNA_3T3_PION_1	ENSMUST00000000608	42	167.057092367549	27.0049078943119	0.636303048355018	23.68	0	5.36495983052527	20.853716890368
mmu_dRNA_3T3_PION_1	ENSMUST00000000619	147	163.985591179478	71.1912738190004	0.512721537517762	5.89	1	2.0975912525774	8.1533833457759
mmu_dRNA_3T3_PION_1	ENSMUST00000000642	71	164.992981865328	67.9020515112648	0.512215918098908	6.97	1	4.3451906164508	16.8898515203378
mmu_dRNA_3T3_PION_1	ENSMUST00000000645	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000000674	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000000707	374	162.518997332388	69.566405545192	0.511646945843807	3	1	0.833624409773935	3.2403164205283
mmu_dRNA_3T3_PION_1	ENSMUST00000000724	56	174.386453153116	72.0574675266453	0.513566242648649	7.7	1	5.79583227852852	22.5285275749505
mmu_dRNA_3T3_PION_1	ENSMUST00000000727	268	182.288387997743	75.2609606863986	0.493750446186102	3.39	1	1.35196090181849	5.2551017685083
mmu_dRNA_3T3_PION_1	ENSMUST00000000746	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000000755	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000000756	12604	103.544530018737	54.151508213596	0.520482691970031	1.09	1	0.0156176785165413	0.0607062599827235
mmu_dRNA_3T3_PION_1	ENSMUST00000000759	359	141.415746088923	61.0369563843932	0.493205475786084	8.3	1	0.751808259057618	2.92229524273866
mmu_dRNA_3T3_PION_1	ENSMUST00000000767	107	141.15019105273	61.7127385164973	0.522618011751575	16.5	1	2.22907559703727	8.66446588534701
mmu_dRNA_3T3_PION_1	ENSMUST00000000769	2301	132.949841905022	65.2093290413116	0.510573956672357	2.75	1	0.110824346650853	0.430776673567492
mmu_dRNA_3T3_PION_1	ENSMUST00000000776	85	184.722094854671	91.638005226964	0.53657242755525	2.39	1	3.99775195056515	15.5393497823896
mmu_dRNA_3T3_PION_1	ENSMUST00000000793	59	182.117384533426	84.59028870132	0.53704157873499	22.86	1	5.02619873551423	19.536945061316
mmu_dRNA_3T3_PION_1	ENSMUST00000000804	802	160.145441365945	64.0733627029979	0.495903116531474	4.2	1	0.3921041852867	1.52411759450148
mmu_dRNA_3T3_PION_1	ENSMUST00000000808	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000000828	28	153.143757790227	77.9271584058168	0.542208467331844	2.41	1	9.92855850997503	38.5925253565601
mmu_dRNA_3T3_PION_1	ENSMUST00000000844	61	173.147155633634	45.2437410002967	0.555398893095021	23.16	1	4.42709890248001	17.2082308301156
mmu_dRNA_3T3_PION_1	ENSMUST00000000894	13	196.643760925081	8.16440936244056	0.725791379878304	45.25	1	16.0454839230339	62.3691490094793
mmu_dRNA_3T3_PION_1	ENSMUST00000000895	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000000896	40	179.183620666605	79.4931984012307	0.538654994610958	13.08	1	7.70918409410524	29.9657681758371
mmu_dRNA_3T3_PION_1	ENSMUST00000000901	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000000924	64	187.116171656981	72.2642597048556	0.51650788643611	2.71	1	5.57851391586978	21.683806318292
mmu_dRNA_3T3_PION_1	ENSMUST00000000925	388	156.720371932704	75.8595786564699	0.521140200034729	5.65	1	0.74712453321887	2.90408949736148
mmu_dRNA_3T3_PION_1	ENSMUST00000000939	155	179.091833427726	62.7556363697964	0.539483134276378	21.55	1	1.88402354172478	7.32324095520215
mmu_dRNA_3T3_PION_1	ENSMUST00000000940	142	142.724357939398	84.5700704762183	0.570366298437467	13.61	1	1.59416158408671	6.19654114889991
mmu_dRNA_3T3_PION_1	ENSMUST00000000958	52	153.218834679593	62.1770207145207	0.52388032008381	15.22	1	5.06570612046236	19.6905111357718
mmu_dRNA_3T3_PION_1	ENSMUST00000000964	14	207.929038874708	23.9446876190673	0.70020690552441	7.73	1	20.4224369045371	79.3824615415476
mmu_dRNA_3T3_PION_1	ENSMUST00000000984	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000000985	247	143.233515591542	63.4328396438857	0.527320424799123	16.41	1	0.973706885915315	3.78482008710432
mmu_dRNA_3T3_PION_1	ENSMUST00000001002	70	151.293072503575	77.2349683299082	0.531311796843003	14.81	1	3.66970616916047	14.2642286130625
mmu_dRNA_3T3_PION_1	ENSMUST00000001027	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000001036	17	194.839817176989	49.9816558345392	0.532620077739454	35.36	1	17.6132408603691	68.4630547155535
mmu_dRNA_3T3_PION_1	ENSMUST00000001040	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000001042	379	150.604410288784	63.9376872732291	0.520309932965505	13.42	1	0.695670254033322	2.70408558217311
mmu_dRNA_3T3_PION_1	ENSMUST00000001043	177	157.081542886046	71.2440832568362	0.511041573434869	3.05	1	1.70286479771452	6.6190729317419
mmu_dRNA_3T3_PION_1	ENSMUST00000001046	15787	124.024989174689	54.0010169488602	0.495409836481974	1.11	1	0.0157159490762008	0.0610882398100724
mmu_dRNA_3T3_PION_1	ENSMUST00000001047	17	131.768207424374	20.8113414638033	0.486333807998395	23.67	1	13.0748016675158	50.8220417272705
mmu_dRNA_3T3_PION_1	ENSMUST00000001049	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000001051	16541	131.228814521041	56.2490478531619	0.495948808354681	2.05	1	0.0157468134299486	0.0612082102321055
mmu_dRNA_3T3_PION_1	ENSMUST00000001059	20	219.85600390139	68.1113672960245	0.537679505508718	24.46	1	18.1703042332364	70.6283723012829
mmu_dRNA_3T3_PION_1	ENSMUST00000001063	22	185.793501962857	60.6052870841015	0.478983391930501	4.91	1	17.1654748378855	66.7225783353073
mmu_dRNA_3T3_PION_1	ENSMUST00000001079	154	179.968164086335	87.7920593660329	0.533361801045287	7.04	1	2.10534416638777	8.18351909232093
mmu_dRNA_3T3_PION_1	ENSMUST00000001081	89	163.974013805764	80.6263738677415	0.532875304298794	15.93	1	3.12158561682061	12.1336719674653
mmu_dRNA_3T3_PION_1	ENSMUST00000001092	51	219.370576471491	99.4599075326577	0.523121315086458	2.32	1	8.13557684148345	31.6231661655367
mmu_dRNA_3T3_PION_1	ENSMUST00000001108	121	154.785227322386	82.7891343356939	0.526071780572689	4.71	1	2.35764620095295	9.16422265132053
mmu_dRNA_3T3_PION_1	ENSMUST00000001109	127	168.092601231047	81.0975719490994	0.546713820720259	20.37	1	2.12756664336936	8.26989834924285
mmu_dRNA_3T3_PION_1	ENSMUST00000001115	74	159.507427759532	71.1650684170329	0.526260209575745	22.85	1	3.50914236559745	13.6401135762093
mmu_dRNA_3T3_PION_1	ENSMUST00000001116	21	146.146639309538	54.8369462789827	0.500251290858697	14.96	1	12.48768956406	48.5399240646717
mmu_dRNA_3T3_PION_1	ENSMUST00000001125	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000001126	31	145.045609153039	55.0338049484397	0.531503888300926	25.21	1	7.27306967357442	28.2705818287166
mmu_dRNA_3T3_PION_1	ENSMUST00000001127	319	151.578651522471	69.6721422246832	0.511229352379224	3.3	1	0.909226664786282	3.5341840490109
mmu_dRNA_3T3_PION_1	ENSMUST00000001147	2017	162.981373332889	74.2641334868611	0.502028542331605	2.26	1	0.158722804053646	0.616959031258212
mmu_dRNA_3T3_PION_1	ENSMUST00000001148	85	147.629796644791	68.0680219211843	0.522504061117178	12	1	3.05384165435502	11.8703496949944
mmu_dRNA_3T3_PION_1	ENSMUST00000001155	99	169.484672654891	94.7676002423213	0.545660356848519	2.63	1	3.08873590088509	12.0059843989302
mmu_dRNA_3T3_PION_1	ENSMUST00000001156	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000001166	22	205.1813162607	59.4037966660039	0.480494607392179	18.7	1	17.6410376640856	68.5711015031292
mmu_dRNA_3T3_PION_1	ENSMUST00000001172	46	126.804337916221	55.868573056149	0.53914149365122	19.53	1	4.32548941553794	16.8132725189631
mmu_dRNA_3T3_PION_1	ENSMUST00000001179	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000001181	1240	159.033698074596	68.9238746255929	0.486901100710694	3.87	1	0.25699677900428	0.998952133918775
mmu_dRNA_3T3_PION_1	ENSMUST00000001184	18	166.700688033366	56.2550593547159	0.541123741151879	30.2	1	14.0141172539698	54.47318207676
mmu_dRNA_3T3_PION_1	ENSMUST00000001185	106	177.719713551823	84.5535056868308	0.539802748095323	13.11	0	2.87683201213783	11.182309321484
mmu_dRNA_3T3_PION_1	ENSMUST00000001186	222	142.174263528929	55.9415726794158	0.513352442071475	16.33	1	1.10424341149464	4.29221843383472
mmu_dRNA_3T3_PION_1	ENSMUST00000001187	300	160.612680279084	65.3178936573568	0.490356454610479	7.97	1	1.03763074693855	4.03329354122659
mmu_dRNA_3T3_PION_1	ENSMUST00000001202	60	188.701888917319	91.4981081232056	0.540877633232402	21.32	1	5.15772510678644	20.0481909600312
mmu_dRNA_3T3_PION_1	ENSMUST00000001204	1053	127.670530793657	66.7808643867213	0.522372016592838	1.87	1	0.228704230735085	0.888978376360351
mmu_dRNA_3T3_PION_1	ENSMUST00000001226	79	189.896280100479	67.8771674699944	0.529725155878937	4.97	1	4.41896889855959	17.1766293260169
mmu_dRNA_3T3_PION_1	ENSMUST00000001240	178	129.163141897351	60.7090408119177	0.507311723415642	5.07	1	1.37420928867084	5.34158173766792
mmu_dRNA_3T3_PION_1	ENSMUST00000001242	141	147.749584263116	46.9647351416848	0.44880694428295	3.66	1	2.2769521687352	8.85056317282145
mmu_dRNA_3T3_PION_1	ENSMUST00000001247	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000001258	177	173.590026932976	71.4455383772796	0.484194612651314	7.78	1	1.93471754683744	7.52028966834315
mmu_dRNA_3T3_PION_1	ENSMUST00000001280	56	219.190535201189	98.4048106019822	0.548093891713769	12.61	1	6.73048575137039	26.1615461862632
mmu_dRNA_3T3_PION_1	ENSMUST00000001319	129	164.167237987092	78.6550238184856	0.52608575314169	2.78	1	2.37806071138389	9.24357430248482
mmu_dRNA_3T3_PION_1	ENSMUST00000001326	211	168.04798680497	73.5881297447946	0.511633871569877	1.93	1	1.53877426952733	5.98124943868668
mmu_dRNA_3T3_PION_1	ENSMUST00000001327	48	145.429507475204	62.8517369310425	0.541768720153074	25.94	1	4.59488458167794	17.860417456443
mmu_dRNA_3T3_PION_1	ENSMUST00000001339	122	145.316623768739	47.1084303927348	0.48528291831965	2.67	1	2.40938754882173	9.36534240879612
mmu_dRNA_3T3_PION_1	ENSMUST00000001347	95	148.392554546715	68.6489156620678	0.538179025725598	14.9	1	2.6109987894971	10.1490097367486
mmu_dRNA_3T3_PION_1	ENSMUST00000001384	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000001402	10	173.117643662525	57.3862380562914	0.576644112881626	69.28	1	18.0072320765791	69.9945072407688
mmu_dRNA_3T3_PION_1	ENSMUST00000001412	62	183.97378487727	85.947737722396	0.540375640492905	17.11	1	4.98051941522255	19.3593885383972
mmu_dRNA_3T3_PION_1	ENSMUST00000001415	28	224.295203709514	109.131303065626	0.554759282707033	31.66	1	12.401466579054	48.2047734250476
mmu_dRNA_3T3_PION_1	ENSMUST00000001416	342	138.669292994815	57.4565445631474	0.48728140040917	5.41	1	0.799634575038587	3.10819718513564
mmu_dRNA_3T3_PION_1	ENSMUST00000001419	246	125.594494156925	54.1448534604529	0.485249999592298	1.63	0	1.03847647270143	4.03658089587286
mmu_dRNA_3T3_PION_1	ENSMUST00000001439	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000001451	186	199.497939458643	82.0049848471414	0.520488354345443	12.89	1	1.92755223692724	7.49243795108538
mmu_dRNA_3T3_PION_1	ENSMUST00000001452	1523	141.471858011976	57.7871302812358	0.505160303628969	8	1	0.173484463433999	0.674337926026151
mmu_dRNA_3T3_PION_1	ENSMUST00000001455	141	185.951700180233	70.0929655175432	0.531600389142292	16.11	1	2.26589575498903	8.80758664934898
mmu_dRNA_3T3_PION_1	ENSMUST00000001456	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000001460	558	151.744269773167	64.8950957507974	0.497205038488132	4.66	1	0.530147244918178	2.06069400423635
mmu_dRNA_3T3_PION_1	ENSMUST00000001479	1532	149.894969218621	64.4048129029317	0.502715125637857	1.18	1	0.193096306964391	0.750569593289342
mmu_dRNA_3T3_PION_1	ENSMUST00000001480	280	162.683636269264	87.7893164654595	0.53674205998362	2.41	1	1.06644492111587	4.14529487016564
mmu_dRNA_3T3_PION_1	ENSMUST00000001485	216	149.720554346647	58.4567428004092	0.5186549410416	13.21	1	1.21852364096096	4.73642819993537
mmu_dRNA_3T3_PION_1	ENSMUST00000001507	924	149.67542480378	64.305291503492	0.490413954420875	3.5	1	0.322581586976288	1.25388172537175
mmu_dRNA_3T3_PION_1	ENSMUST00000001513	691	130.305603262116	54.0057303944401	0.501382765049917	6.54	1	0.357233776350594	1.38857554781784
mmu_dRNA_3T3_PION_1	ENSMUST00000001520	156	144.726807265653	58.8109628586805	0.524761114229306	6.68	1	1.68632051269599	6.5547649319006
mmu_dRNA_3T3_PION_1	ENSMUST00000001522	31	158.088690781406	62.9679383263779	0.54409068460539	20.69	1	8.14609762134189	31.6640606683036
mmu_dRNA_3T3_PION_1	ENSMUST00000001538	14	169.522544498427	50.0449973107809	0.502504714533098	6.63	1	23.154373309111	90.0015584487273
mmu_dRNA_3T3_PION_1	ENSMUST00000001544	87	185.492649490774	75.4214780720847	0.526092032757662	26.45	1	3.47482249701835	13.5067114920053
mmu_dRNA_3T3_PION_1	ENSMUST00000001547	4388	144.836470146913	59.1749016404017	0.48809593283926	2.18	1	0.0666069682049836	0.258902750766072
mmu_dRNA_3T3_PION_1	ENSMUST00000001548	17	216.689314988304	80.8482487357306	0.564740487613457	73.65	1	14.8990156307197	57.9128015349514
mmu_dRNA_3T3_PION_1	ENSMUST00000001559	36	211.897980464075	71.2292415049983	0.538082349783489	3.96	1	10.7345186386714	41.7253101079259
mmu_dRNA_3T3_PION_1	ENSMUST00000001562	188	158.12872580814	74.390391728444	0.531088817399708	5.93	1	1.52435461630052	5.92519992936167
mmu_dRNA_3T3_PION_1	ENSMUST00000001565	108	161.157043917391	72.7267728300176	0.542659693021368	13.56	1	2.51840944353608	9.78911291203248
mmu_dRNA_3T3_PION_1	ENSMUST00000001566	8372	139.513301889738	58.2969936822529	0.491989694699135	1.9	1	0.0334099010740545	0.129865020492674
mmu_dRNA_3T3_PION_1	ENSMUST00000001569	216	161.664348986331	63.3396737123317	0.496732374455543	4	1	1.46945836257088	5.71181698339697
mmu_dRNA_3T3_PION_1	ENSMUST00000001583	47	147.583064559165	70.7691668685348	0.540002087224587	4.6	1	5.63366871153538	21.8981942224497
mmu_dRNA_3T3_PION_1	ENSMUST00000001592	168	163.829596415677	62.8069029458651	0.523096482423593	17.12	1	1.66942703034469	6.48909959434446
mmu_dRNA_3T3_PION_1	ENSMUST00000001595	486	158.521202486608	69.7294430132926	0.509822016936898	5.41	1	0.617948256547438	2.40197846806154
mmu_dRNA_3T3_PION_1	ENSMUST00000001599	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000001611	86	169.397869258826	71.0022996571286	0.509988731992176	4.22	1	3.76610849980095	14.6389465931133
mmu_dRNA_3T3_PION_1	ENSMUST00000001620	76	133.279274595146	64.3264786439017	0.530277817295682	4.72	1	3.18996825323449	12.399476779624
mmu_dRNA_3T3_PION_1	ENSMUST00000001672	297	206.275957994	60.7283345605899	0.487877202483571	3.26	1	1.4010808675657	5.44603215600698
mmu_dRNA_3T3_PION_1	ENSMUST00000001675	48	183.387000077431	58.2045763329884	0.530131862765619	23.88	1	6.26836969254634	24.3652908990609
mmu_dRNA_3T3_PION_1	ENSMUST00000001706	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000001709	19	210.550716524523	61.6943670690234	0.585958278753708	27.88	0	16.4077351353097	63.7772274411216
mmu_dRNA_3T3_PION_1	ENSMUST00000001711	11	154.016785398315	98.5537431216192	0.592708792625908	6.5	1	22.6259792688051	87.9476791893893
mmu_dRNA_3T3_PION_1	ENSMUST00000001712	123	189.509158807471	91.4054495881787	0.545611418145199	9.89	1	2.67648057889389	10.4035388927333
mmu_dRNA_3T3_PION_1	ENSMUST00000001713	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000001715	20	164.689708071534	82.7114925428237	0.543527327867821	25	0	12.8502929760235	49.9493715042489
mmu_dRNA_3T3_PION_1	ENSMUST00000001716	113	145.403807881125	60.2327705212072	0.531721511181597	17.67	1	2.12590172974567	8.26342679335948
mmu_dRNA_3T3_PION_1	ENSMUST00000001724	292	148.486496110815	61.5544369157581	0.504771368872636	2.29	1	0.991880607262977	3.85546174180455
mmu_dRNA_3T3_PION_1	ENSMUST00000001757	153	142.478090346139	58.8722617908671	0.514526741212644	8.25	1	1.70507713160345	6.6276723222395
mmu_dRNA_3T3_PION_1	ENSMUST00000001780	1182	136.071862860457	71.7122750122935	0.524934019019686	1.03	1	0.217643762457088	0.845986092833475
mmu_dRNA_3T3_PION_1	ENSMUST00000001792	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000001801	96	139.032165710537	72.7713495414993	0.532170368811767	9.39	1	2.53760694938107	9.86373403959711
mmu_dRNA_3T3_PION_1	ENSMUST00000001802	142	149.832625851779	51.7389800234543	0.496416498037254	23.18	1	1.79671687764436	6.98387803117493
mmu_dRNA_3T3_PION_1	ENSMUST00000001806	52	171.226165247198	68.1346325924944	0.522977446573291	12.48	0	5.83736620028525	22.6899708425652
mmu_dRNA_3T3_PION_1	ENSMUST00000001809	6715	108.251623665814	56.6884274090565	0.517298387712577	1.14	1	0.0308353910772125	0.119857843495729
mmu_dRNA_3T3_PION_1	ENSMUST00000001812	368	124.523973848635	80.8487382625578	0.535102515853256	1.24	1	0.626068442170428	2.43354180822218
mmu_dRNA_3T3_PION_1	ENSMUST00000001818	68	160.726115821206	66.7027658318468	0.516646644477458	4.67	1	4.44199706754072	17.2661403254663
mmu_dRNA_3T3_PION_1	ENSMUST00000001825	221	161.314499356172	83.2974385321284	0.533680001146396	8.62	1	1.29464348480193	5.03230770758177
mmu_dRNA_3T3_PION_1	ENSMUST00000001826	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000001834	711	134.005954338941	60.2609674025899	0.511216040742571	3.86	1	0.358060652821703	1.39178963485232
mmu_dRNA_3T3_PION_1	ENSMUST00000001836	149	164.183147734626	68.0582991857368	0.523886242799182	17.13	1	1.88387057491776	7.32264636985797
mmu_dRNA_3T3_PION_1	ENSMUST00000001845	1076	125.976587227368	56.3831453054864	0.489884297385295	1.74	1	0.235691392660178	0.916137628480751
mmu_dRNA_3T3_PION_1	ENSMUST00000001884	78	123.237515846413	57.6708933142855	0.556627178523086	23.28	1	2.30227100447343	8.9489780443503
mmu_dRNA_3T3_PION_1	ENSMUST00000001900	164	132.002752930246	62.3637238307807	0.537265889995919	19.28	1	1.2793178798974	4.97273674415455
mmu_dRNA_3T3_PION_1	ENSMUST00000001920	11	149.302929822623	44.1843015601143	0.523415804080355	30.61	1	20.6150946597223	80.1313264744231
mmu_dRNA_3T3_PION_1	ENSMUST00000001927	399	176.280319670267	63.2277148123038	0.476682724818851	4.62	1	0.9025423886546	3.50820212063298
mmu_dRNA_3T3_PION_1	ENSMUST00000001950	137	186.600005384041	64.6871125068198	0.500714198865814	4.89	1	2.64891710134731	10.2963990491132
mmu_dRNA_3T3_PION_1	ENSMUST00000001963	12	204.91343687069	89.0832927102478	0.581640375653864	41.67	1	23.3883690139828	90.9111049014696
mmu_dRNA_3T3_PION_1	ENSMUST00000001964	NA	NA	NA	NA	NA	0	NA	NA
