sample	transcript	n	mean	sigma	prop	min	conv	synthrate	synthrate_norm
mmu_dRNA_3T3_PION_1	ENSMUST00000000335	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000000348	365	1507.88117664316	123.052406478239	0.703139584102904	201	1	0.00181239624391408	0.00181239624391408
mmu_dRNA_3T3_PION_1	ENSMUST00000000349	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000000356	1163	1342.86582136446	529.029456179392	0.536270457623935	101	1	0.000931203145705006	0.000931203145705006
mmu_dRNA_3T3_PION_1	ENSMUST00000000365	262	861.893299679352	301.027994481909	0.427945685261248	198	1	0.0011268162484346	0.0011268162484346
mmu_dRNA_3T3_PION_1	ENSMUST00000000384	170	1437.84795941602	943.816555710145	0.591447328806019	145	1	0.00111974869781164	0.00111974869781164
mmu_dRNA_3T3_PION_1	ENSMUST00000000388	252	1870.6776467865	53.2606563522267	0.794533498022225	167	0	0.00226977997197527	0.00226977997197527
mmu_dRNA_3T3_PION_1	ENSMUST00000000394	160	1878.41294805381	747.329476540129	0.547187992975629	186	1	0.000714023138038546	0.000714023138038546
mmu_dRNA_3T3_PION_1	ENSMUST00000000430	130	1351.34227509437	774.908799485965	0.567876946773853	168	1	0.00111054566866556	0.00111054566866556
mmu_dRNA_3T3_PION_1	ENSMUST00000000449	164	1258.80894278996	630.4421277298	0.546587003836128	196	1	0.00113425352365248	0.00113425352365248
mmu_dRNA_3T3_PION_1	ENSMUST00000000451	119	2040.03716112858	906.955903756264	0.537152017620315	151	1	0.000614353497409028	0.000614353497409028
mmu_dRNA_3T3_PION_1	ENSMUST00000000466	593	1404.6712971644	432.822118739337	0.555506976900085	146	0	0.000992915386447462	0.000992915386447462
mmu_dRNA_3T3_PION_1	ENSMUST00000000476	184	1756.34892447661	1190.26237485177	0.593914709152453	195	1	0.000936713661130365	0.000936713661130365
mmu_dRNA_3T3_PION_1	ENSMUST00000000505	909	1503.56313091416	651.829070020198	0.526666186339451	157	1	0.000826306533205228	0.000826306533205228
mmu_dRNA_3T3_PION_1	ENSMUST00000000514	38	993.003459670149	378.401066848447	0.504080685981206	208	1	0.00129484404630269	0.00129484404630269
mmu_dRNA_3T3_PION_1	ENSMUST00000000542	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000000543	40	1348.4017591036	533.541483021974	0.545346522261595	250	1	0.00109202054897209	0.00109202054897209
mmu_dRNA_3T3_PION_1	ENSMUST00000000544	32	1370.6491870742	831.851258254757	0.565057425413688	273	1	0.00118357860322315	0.00118357860322315
mmu_dRNA_3T3_PION_1	ENSMUST00000000579	1253	1174.21692540794	719.641604789463	0.569896088057018	130	1	0.00126891214739678	0.00126891214739678
mmu_dRNA_3T3_PION_1	ENSMUST00000000590	202	1401.96997833088	767.5803441332	0.569275037100867	177	1	0.00107893840684546	0.00107893840684546
mmu_dRNA_3T3_PION_1	ENSMUST00000000594	321	1067.91520358923	177.886628394554	0.543038372100272	177	1	0.00133387279663671	0.00133387279663671
mmu_dRNA_3T3_PION_1	ENSMUST00000000608	60	1897.17184088857	204.362046903141	0.727467562400663	133	0	0.00151305441313282	0.00151305441313282
mmu_dRNA_3T3_PION_1	ENSMUST00000000619	216	1621.38837846985	1083.78994906686	0.577920016141866	132	1	0.000919316422622467	0.000919316422622467
mmu_dRNA_3T3_PION_1	ENSMUST00000000642	103	1409.85749378683	880.016946099781	0.577898649682055	139	1	0.00107730353289113	0.00107730353289113
mmu_dRNA_3T3_PION_1	ENSMUST00000000645	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000000674	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000000707	510	1839.04290442432	783.441539978501	0.520441569649699	144	0	0.000640250243904139	0.000640250243904139
mmu_dRNA_3T3_PION_1	ENSMUST00000000724	79	1388.73607093114	783.156102872292	0.566093096431026	178	1	0.00107756088271689	0.00107756088271689
mmu_dRNA_3T3_PION_1	ENSMUST00000000727	424	1561.52832559846	838.411927202405	0.547308495805596	107	1	0.000831204072748314	0.000831204072748314
mmu_dRNA_3T3_PION_1	ENSMUST00000000746	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000000755	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000000756	17222	793.919901311364	42.1856513313187	0.362566332924429	98	1	0.000817322058417891	0.000817322058417891
mmu_dRNA_3T3_PION_1	ENSMUST00000000759	479	2106.26811667016	137.962274752384	0.76564599674438	170	0	0.0016872916032918	0.0016872916032918
mmu_dRNA_3T3_PION_1	ENSMUST00000000767	166	1670.14692742973	851.140224697168	0.561453180705505	163	1	0.000849458152039276	0.000849458152039276
mmu_dRNA_3T3_PION_1	ENSMUST00000000769	3350	1484.97041012747	55.4481252616036	0.697811803080349	135	1	0.00171055311560913	0.00171055311560913
mmu_dRNA_3T3_PION_1	ENSMUST00000000776	131	1543.97275482795	810.980952390561	0.558221161174518	181	1	0.000927073595472352	0.000927073595472352
mmu_dRNA_3T3_PION_1	ENSMUST00000000793	75	1433.17604421749	457.758945051786	0.527976164866078	218	1	0.000920473285236132	0.000920473285236132
mmu_dRNA_3T3_PION_1	ENSMUST00000000804	1247	1385.50023207955	846.654624082946	0.56901440084578	137	1	0.00105747929157855	0.00105747929157855
mmu_dRNA_3T3_PION_1	ENSMUST00000000808	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000000809	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000000828	38	1860.27879781569	634.319729523062	0.522895914171641	244	1	0.000678087653052899	0.000678087653052899
mmu_dRNA_3T3_PION_1	ENSMUST00000000844	81	1166.85742312821	306.809896357093	0.481833054559039	184	1	0.000946098518984466	0.000946098518984466
mmu_dRNA_3T3_PION_1	ENSMUST00000000894	34	1120.45976314297	742.989522809705	0.61494304159803	189	1	0.00171453287362898	0.00171453287362898
mmu_dRNA_3T3_PION_1	ENSMUST00000000895	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000000896	53	1026.59975182833	354.807040083039	0.522764938963271	242	1	0.00139613027071	0.00139613027071
mmu_dRNA_3T3_PION_1	ENSMUST00000000901	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000000924	89	1545.60523688134	688.362044953762	0.546767092998116	195	1	0.000893207796375257	0.000893207796375257
mmu_dRNA_3T3_PION_1	ENSMUST00000000925	544	1696.33332870489	50.7467813465944	0.720754950053167	185	1	0.00170781919581182	0.00170781919581182
mmu_dRNA_3T3_PION_1	ENSMUST00000000939	212	1221.79321681791	817.638913124106	0.613920744082036	183	1	0.00153075869710178	0.00153075869710178
mmu_dRNA_3T3_PION_1	ENSMUST00000000940	195	1182.33413556687	493.61015045408	0.51412922648404	128	1	0.00100362910960348	0.00100362910960348
mmu_dRNA_3T3_PION_1	ENSMUST00000000958	75	1303.21096660176	443.877181431395	0.501120911657831	163	1	0.000880971811517525	0.000880971811517525
mmu_dRNA_3T3_PION_1	ENSMUST00000000964	22	2103.1531796699	292.739255944887	0.626928512871038	314	1	0.000939244021119431	0.000939244021119431
mmu_dRNA_3T3_PION_1	ENSMUST00000000984	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000000985	362	1561.96521900209	155.786695154045	0.668178362927421	204	0	0.00148285627669614	0.00148285627669614
mmu_dRNA_3T3_PION_1	ENSMUST00000001002	99	1642.0712860568	869.524965575714	0.554674399066677	196	1	0.000861332345013066	0.000861332345013066
mmu_dRNA_3T3_PION_1	ENSMUST00000001009	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000001027	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000001036	33	1261.67442529627	907.825872496516	0.62876547472679	177	1	0.00156149618317996	0.00156149618317996
mmu_dRNA_3T3_PION_1	ENSMUST00000001040	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000001042	526	1320.64015772702	453.381774246821	0.525224643429225	146	1	0.000941785679013454	0.000941785679013454
mmu_dRNA_3T3_PION_1	ENSMUST00000001043	243	1312.16812321784	637.554326906263	0.505437098614461	170	1	0.000894778509392977	0.000894778509392977
mmu_dRNA_3T3_PION_1	ENSMUST00000001046	22012	578.05598457228	44.5190549345451	0.296415232817738	108	1	0.000896261009960963	0.000896261009960963
mmu_dRNA_3T3_PION_1	ENSMUST00000001047	22	979.33255225522	298.429667445468	0.484286657245951	211	1	0.00122220738204495	0.00122220738204495
mmu_dRNA_3T3_PION_1	ENSMUST00000001049	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000001051	23545	513.439748285449	41.2854414350026	0.228983658449288	94	1	0.000708062057536106	0.000708062057536106
mmu_dRNA_3T3_PION_1	ENSMUST00000001059	27	1473.81875872455	796.00669996337	0.568075852079466	221	1	0.00104980973533484	0.00104980973533484
mmu_dRNA_3T3_PION_1	ENSMUST00000001063	33	1728.91631337825	870.337560846516	0.581990353461264	207	1	0.000914826443799957	0.000914826443799957
mmu_dRNA_3T3_PION_1	ENSMUST00000001079	248	1605.2370152902	988.31527584739	0.581327553594434	178	1	0.000972860179102022	0.000972860179102022
mmu_dRNA_3T3_PION_1	ENSMUST00000001081	131	1771.24080085563	202.275172640045	0.707134279969934	166	0	0.00150415697164825	0.00150415697164825
mmu_dRNA_3T3_PION_1	ENSMUST00000001092	77	1525.71061376781	886.691008571922	0.568752442014676	126	1	0.000942233128460807	0.000942233128460807
mmu_dRNA_3T3_PION_1	ENSMUST00000001108	171	1546.89843897906	853.811792708018	0.544796905934631	123	1	0.000840524570052434	0.000840524570052434
mmu_dRNA_3T3_PION_1	ENSMUST00000001109	183	1885.80638113129	88.6772693843697	0.664864655504961	128	1	0.00112860501873555	0.00112860501873555
mmu_dRNA_3T3_PION_1	ENSMUST00000001112	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000001115	110	2197.02501768124	750.831676430922	0.547843981269385	203	0	0.000607628276273167	0.000607628276273167
mmu_dRNA_3T3_PION_1	ENSMUST00000001116	24	1491.5116915843	634.224202280129	0.554262427119779	360	1	0.00109894801659847	0.00109894801659847
mmu_dRNA_3T3_PION_1	ENSMUST00000001125	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000001126	49	1230.88985537523	761.055541595092	0.586206915195232	175	1	0.00134168044927991	0.00134168044927991
mmu_dRNA_3T3_PION_1	ENSMUST00000001127	468	1373.10654077404	467.73741725463	0.510816266933009	175	1	0.000871559965254136	0.000871559965254136
mmu_dRNA_3T3_PION_1	ENSMUST00000001147	3035	1465.2938950411	722.210406735898	0.538489900037233	150	1	0.000887101978568632	0.000887101978568632
mmu_dRNA_3T3_PION_1	ENSMUST00000001148	129	1167.49870440828	515.647054377863	0.543224213299439	186	1	0.00121167546693183	0.00121167546693183
mmu_dRNA_3T3_PION_1	ENSMUST00000001155	145	1415.68497225352	640.315311259851	0.541629327094205	183	1	0.000958590778817625	0.000958590778817625
mmu_dRNA_3T3_PION_1	ENSMUST00000001156	12	1737.13745873478	422.389082655134	0.562153864089798	478	0	0.00101967209606908	0.00101967209606908
mmu_dRNA_3T3_PION_1	ENSMUST00000001166	28	1854.47950775205	1193.63355449308	0.605647163789414	287	1	0.000979789649585706	0.000979789649585706
mmu_dRNA_3T3_PION_1	ENSMUST00000001172	58	939.00993672718	265.850151895813	0.485346198047222	206	1	0.00128654974928322	0.00128654974928322
mmu_dRNA_3T3_PION_1	ENSMUST00000001179	14	1529.14213004643	492.569732182974	0.518956319554874	239	1	0.000836197247754659	0.000836197247754659
mmu_dRNA_3T3_PION_1	ENSMUST00000001181	1811	1458.88680118914	732.62675590022	0.54315876988092	148	1	0.000906977081706929	0.000906977081706929
mmu_dRNA_3T3_PION_1	ENSMUST00000001184	24	1779.12527199761	1091.46885415537	0.56761931636642	165	0	0.000813305380123014	0.000813305380123014
mmu_dRNA_3T3_PION_1	ENSMUST00000001185	177	1684.88181683073	872.674911554207	0.554851963583363	214	1	0.000847412539402908	0.000847412539402908
mmu_dRNA_3T3_PION_1	ENSMUST00000001186	351	867.410966434175	93.5099168504212	0.513698770093575	131	1	0.00143444172904464	0.00143444172904464
mmu_dRNA_3T3_PION_1	ENSMUST00000001187	443	1523.71013374141	515.00388567761	0.535583338197709	176	1	0.000855702442056592	0.000855702442056592
mmu_dRNA_3T3_PION_1	ENSMUST00000001202	84	2036.32524222633	1359.21412732974	0.596247039788898	174	1	0.000792966767119902	0.000792966767119902
mmu_dRNA_3T3_PION_1	ENSMUST00000001204	1556	972.934681707475	345.898061860004	0.48512112395652	129	1	0.00111644228452207	0.00111644228452207
mmu_dRNA_3T3_PION_1	ENSMUST00000001226	104	1737.20172487714	615.488395332111	0.547264682913132	207	1	0.000789958653394514	0.000789958653394514
mmu_dRNA_3T3_PION_1	ENSMUST00000001240	254	1751.47645738665	945.214937520375	0.57949395511184	158	1	0.000864830535562952	0.000864830535562952
mmu_dRNA_3T3_PION_1	ENSMUST00000001242	198	1405.30642839053	68.6022725428989	0.652088889784117	152	1	0.00149548215736298	0.00149548215736298
mmu_dRNA_3T3_PION_1	ENSMUST00000001247	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000001258	253	1519.4520999674	947.382864653343	0.591622253935743	196	1	0.00109464729055232	0.00109464729055232
mmu_dRNA_3T3_PION_1	ENSMUST00000001280	74	1932.24910932805	760.881560097384	0.545777209098917	295	1	0.000733891253666419	0.000733891253666419
mmu_dRNA_3T3_PION_1	ENSMUST00000001319	217	1473.06507024589	944.234953119741	0.567657069596502	110	1	0.000963254619187739	0.000963254619187739
mmu_dRNA_3T3_PION_1	ENSMUST00000001326	305	1571.44984738191	817.694776091257	0.545613631451688	172	1	0.000858030209550041	0.000858030209550041
mmu_dRNA_3T3_PION_1	ENSMUST00000001327	57	1471.95660412066	748.584481112555	0.578151003792039	297	1	0.0011664400888717	0.0011664400888717
mmu_dRNA_3T3_PION_1	ENSMUST00000001339	185	870.491383738256	286.331430765528	0.495298322056939	171	1	0.001402974375082	0.001402974375082
mmu_dRNA_3T3_PION_1	ENSMUST00000001347	124	1009.65206321024	313.45752079218	0.486300810172998	179	1	0.00113966435243518	0.00113966435243518
mmu_dRNA_3T3_PION_1	ENSMUST00000001384	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000001402	17	1429.13076760311	245.583986615815	0.603892622050515	291	1	0.00133953673496072	0.00133953673496072
mmu_dRNA_3T3_PION_1	ENSMUST00000001412	92	1877.31994792754	881.541910952509	0.515421721028217	193	1	0.000631501201841614	0.000631501201841614
mmu_dRNA_3T3_PION_1	ENSMUST00000001415	35	1514.78210932346	251.705567289123	0.679655293688722	271	1	0.00170579503740744	0.00170579503740744
mmu_dRNA_3T3_PION_1	ENSMUST00000001416	481	1423.21650858213	560.366482133426	0.554059512085528	179	1	0.000998581581033949	0.000998581581033949
mmu_dRNA_3T3_PION_1	ENSMUST00000001419	370	932.403899282561	222.184800592268	0.511057513691469	153	1	0.00134106376115878	0.00134106376115878
mmu_dRNA_3T3_PION_1	ENSMUST00000001439	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000001451	270	1400.68015524736	730.43482500815	0.547408261029827	159	1	0.000974080802680337	0.000974080802680337
mmu_dRNA_3T3_PION_1	ENSMUST00000001452	2090	1985.85126448594	66.3276420187876	0.771961426658209	170	0	0.00186426227778352	0.00186426227778352
mmu_dRNA_3T3_PION_1	ENSMUST00000001455	205	1491.30625481599	840.403264085067	0.560299380613173	180	1	0.000971759806991439	0.000971759806991439
mmu_dRNA_3T3_PION_1	ENSMUST00000001456	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000001460	814	1303.73872213321	794.075793600222	0.578737835061391	164	1	0.00120538037541762	0.00120538037541762
mmu_dRNA_3T3_PION_1	ENSMUST00000001479	2204	1642.88368357261	1020.8287251325	0.565632081656734	106	1	0.00084729626595446	0.00084729626595446
mmu_dRNA_3T3_PION_1	ENSMUST00000001480	426	1661.58840610959	1023.45549871897	0.584141022296318	187	1	0.000952578576073948	0.000952578576073948
mmu_dRNA_3T3_PION_1	ENSMUST00000001485	327	1648.27346112023	119.452082513642	0.713339790312853	179	0	0.00169366066559174	0.00169366066559174
mmu_dRNA_3T3_PION_1	ENSMUST00000001507	1335	1541.38903249999	807.607564222912	0.549187931166008	112	1	0.000852265689640573	0.000852265689640573
mmu_dRNA_3T3_PION_1	ENSMUST00000001513	949	1409.59606203931	502.240166844011	0.53080304868858	141	1	0.000891774127154411	0.000891774127154411
mmu_dRNA_3T3_PION_1	ENSMUST00000001520	228	1623.37029203701	773.489401437314	0.543373323724364	164	1	0.000815401550069458	0.000815401550069458
mmu_dRNA_3T3_PION_1	ENSMUST00000001522	49	1683.01278463105	863.821595231121	0.555032726886837	285	1	0.000892235252455579	0.000892235252455579
mmu_dRNA_3T3_PION_1	ENSMUST00000001538	24	1215.36350405986	592.243961861433	0.530872178219055	166	1	0.00107838247174786	0.00107838247174786
mmu_dRNA_3T3_PION_1	ENSMUST00000001544	130	1732.63299362837	1065.16739015568	0.581371549049199	151	1	0.000878050142991436	0.000878050142991436
mmu_dRNA_3T3_PION_1	ENSMUST00000001547	6539	1562.69897318492	913.989350112917	0.550039329549465	98	1	0.000834585455151655	0.000834585455151655
mmu_dRNA_3T3_PION_1	ENSMUST00000001548	29	2277.18815623438	1234.00743717297	0.578028283308445	401	1	0.000730111781476362	0.000730111781476362
mmu_dRNA_3T3_PION_1	ENSMUST00000001559	52	1495.66433776397	673.304710333846	0.550777511055096	181	1	0.000932609483084973	0.000932609483084973
mmu_dRNA_3T3_PION_1	ENSMUST00000001562	296	1764.97570951942	908.337794812013	0.55152776198476	187	1	0.000779348135385238	0.000779348135385238
mmu_dRNA_3T3_PION_1	ENSMUST00000001565	148	1731.31427878026	43.2123153417657	0.734794160120244	294	1	0.00192766194103574	0.00192766194103574
mmu_dRNA_3T3_PION_1	ENSMUST00000001566	12070	1329.67283357624	467.202272698476	0.507764494457672	93	1	0.00083413159614543	0.00083413159614543
mmu_dRNA_3T3_PION_1	ENSMUST00000001569	293	931.070887875964	363.195826687424	0.51536184254528	186	1	0.00142724017085349	0.00142724017085349
mmu_dRNA_3T3_PION_1	ENSMUST00000001583	81	1462.53796910755	910.64662951686	0.597653427121143	227	1	0.00120224508871796	0.00120224508871796
mmu_dRNA_3T3_PION_1	ENSMUST00000001592	228	1971.24965950883	952.255103487503	0.557033487644742	244	1	0.000728040088265213	0.000728040088265213
mmu_dRNA_3T3_PION_1	ENSMUST00000001595	678	1283.28225722993	678.895795930062	0.565412846614213	170	1	0.00116864740739575	0.00116864740739575
mmu_dRNA_3T3_PION_1	ENSMUST00000001599	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000001611	147	1526.86730904938	673.694106021445	0.535979020837689	202	1	0.000871842007848251	0.000871842007848251
mmu_dRNA_3T3_PION_1	ENSMUST00000001620	116	1560.72460228961	657.561685382689	0.536492421620913	191	1	0.00084503266275001	0.00084503266275001
mmu_dRNA_3T3_PION_1	ENSMUST00000001626	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000001672	455	1841.10856623935	64.5425186188711	0.801252678597084	99	0	0.00231415792897408	0.00231415792897408
mmu_dRNA_3T3_PION_1	ENSMUST00000001675	64	1577.93532305528	748.951512153787	0.571147393883098	268	1	0.00101669407494739	0.00101669407494739
mmu_dRNA_3T3_PION_1	ENSMUST00000001706	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000001709	25	1106.24563926082	362.1425442993	0.552820533702083	263	1	0.0014660480635483	0.0014660480635483
mmu_dRNA_3T3_PION_1	ENSMUST00000001711	18	1652.1404840312	437.783432961716	0.606644600356832	224	0	0.00107988694213229	0.00107988694213229
mmu_dRNA_3T3_PION_1	ENSMUST00000001712	187	1659.93342487917	908.72341751329	0.55989355789929	193	1	0.000867236085758942	0.000867236085758942
mmu_dRNA_3T3_PION_1	ENSMUST00000001713	14	1100.60124084271	49.7149797318658	0.617655193797771	254	1	0.00190814776046132	0.00190814776046132
mmu_dRNA_3T3_PION_1	ENSMUST00000001715	30	1447.82510185478	217.179796846323	0.651986735120464	201	0	0.00150257938087647	0.00150257938087647
mmu_dRNA_3T3_PION_1	ENSMUST00000001716	147	699.106397986281	30.0726861729921	0.215463238127435	227	1	0.00058172803996847	0.00058172803996847
mmu_dRNA_3T3_PION_1	ENSMUST00000001724	420	1497.00571698005	591.654023527532	0.530257796077735	176	1	0.00085452108691244	0.00085452108691244
mmu_dRNA_3T3_PION_1	ENSMUST00000001757	241	1097.51618769232	46.0087621803331	0.671510879722593	131	1	0.00211506116493503	0.00211506116493503
mmu_dRNA_3T3_PION_1	ENSMUST00000001780	1690	1653.24865454324	722.825464770769	0.53494442391293	178	1	0.000779719834091211	0.000779719834091211
mmu_dRNA_3T3_PION_1	ENSMUST00000001792	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_PION_1	ENSMUST00000001801	126	2016.94854844889	793.859595972419	0.556577139696881	176	0	0.000681813560626575	0.000681813560626575
mmu_dRNA_3T3_PION_1	ENSMUST00000001802	211	1623.17918399618	648.08451907296	0.533227591195699	228	1	0.000818799273473401	0.000818799273473401
mmu_dRNA_3T3_PION_1	ENSMUST00000001806	72	2136.30500009606	32.5469529534529	0.759021781807825	236	1	0.00165749848143816	0.00165749848143816
mmu_dRNA_3T3_PION_1	ENSMUST00000001809	10544	1395.4810019063	674.697058732217	0.530840173680945	121	1	0.000887788673043271	0.000887788673043271
mmu_dRNA_3T3_PION_1	ENSMUST00000001812	540	1614.01000450906	928.024294453032	0.543195998277824	131	1	0.00080183051720708	0.00080183051720708
mmu_dRNA_3T3_PION_1	ENSMUST00000001818	108	1505.46939830698	840.506912761557	0.564970385938359	117	1	0.000935342244564225	0.000935342244564225
mmu_dRNA_3T3_PION_1	ENSMUST00000001825	333	1357.11352402639	675.419074571725	0.549470768012987	147	1	0.00100784907924282	0.00100784907924282
mmu_dRNA_3T3_PION_1	ENSMUST00000001826	13	1506.69189629084	444.799054193366	0.611761862393032	296	0	0.00130151916892841	0.00130151916892841
mmu_dRNA_3T3_PION_1	ENSMUST00000001834	975	1436.62885907071	530.17612062889	0.525073342550602	131	1	0.000846786025254682	0.000846786025254682
mmu_dRNA_3T3_PION_1	ENSMUST00000001836	243	1419.77496619744	673.19933570609	0.538850878650954	112	1	0.000893499245576711	0.000893499245576711
mmu_dRNA_3T3_PION_1	ENSMUST00000001845	1542	1438.20955211982	72.7247634808662	0.668034500731	104	1	0.00150827973590797	0.00150827973590797
mmu_dRNA_3T3_PION_1	ENSMUST00000001884	114	1455.74511791544	610.58476796737	0.527229075381114	158	1	0.000859328447680152	0.000859328447680152
