transcript	name	gene	n_readlength	maxmean_readlength	sigma_readlength	prop_readlength	min_readlength	n_polyA	maxmean_polyA	sigma_polyA	prop_polyA	min_polyA	t5	transcript_id	hist5p_0	hist5p_1	hist5p_2	hist5p_3	hist5p_4	hist5p_5	hist5p_6	hist5p_7	hist5p_8	hist5p_9	hist3p_0	hist3p_1	hist3p_2	hist3p_3	hist3p_4	hist3p_5	hist3p_6	hist3p_7	hist3p_8	hist3p_9
ENSMUST00000000594	C1d	ENSMUSG00000000581	321.0	1067.91520358923	177.886628394554	0.543038372100272	177.0	214.0	150.527890615421	70.2149786501632	0.5198495954055	4.17	3.3341247377204306	ENSMUST00000000594	0.4890965732087227	0.2087227414330218	0.2554517133956386	0.0155763239875389	0.0062305295950155	0.0218068535825545	0.0031152647975077	0.0	0.0	0.0	0.0	0.0031152647975077	0.0404984423676012	0.912772585669782	0.0	0.0	0.043613707165109	0.0	0.0	0.0
ENSMUST00000000642	Hk2	ENSMUSG00000000628	103.0	1409.85749378683	880.016946099781	0.577898649682055	139.0	71.0	164.992981865328	67.9020515112648	0.512215918098908	6.97	0.444121010029255	ENSMUST00000000642	0.0097087378640776	0.0	0.0097087378640776	0.0097087378640776	0.058252427184466	0.0	0.058252427184466	0.1359223300970873	0.3495145631067961	0.3689320388349514	0.0097087378640776	0.0	0.0	0.0	0.0097087378640776	0.0	0.0097087378640776	0.0	0.0	0.970873786407767
ENSMUST00000000727	Rab5b	ENSMUSG00000000711	424.0	1561.52832559846	838.411927202405	0.547308495805596	107.0	268.0	182.288387997743	75.2609606863986	0.493750446186102	3.39	3.33768053617554	ENSMUST00000000727	0.0400943396226415	0.0306603773584905	0.035377358490566	0.025943396226415	0.0731132075471698	0.1037735849056603	0.1132075471698113	0.2099056603773585	0.2806603773584906	0.0872641509433962	0.0	0.0	0.0	0.0	0.0047169811320754	0.0	0.0023584905660377	0.0	0.0023584905660377	0.9905660377358492
ENSMUST00000092907	Rpa1	ENSMUSG00000000751	736.0	1547.89712178714	804.847558337574	0.552902485059757	144.0	490.0	157.023690038544	70.0276273879496	0.522145156471808	14.23	8.56589336698223	ENSMUST00000092907	0.0788043478260869	0.0652173913043478	0.0883152173913043	0.2758152173913043	0.3220108695652174	0.1657608695652173	0.0013586956521739	0.0	0.0	0.0027173913043478	0.0040760869565217	0.0013586956521739	0.0013586956521739	0.0013586956521739	0.0	0.9864130434782608	0.0013586956521739	0.0	0.0	0.0040760869565217
ENSMUST00000000793	Polr3d	ENSMUSG00000000776	75.0	1433.17604421749	457.758945051786	0.527976164866078	218.0	59.0	182.117384533426	84.59028870132	0.53704157873499	22.86	0.61587132333443	ENSMUST00000000793	0.0933333333333333	0.04	0.0933333333333333	0.0933333333333333	0.1733333333333333	0.0933333333333333	0.08	0.2	0.0933333333333333	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0133333333333333	0.9866666666666668
ENSMUST00000072334	Dnajc5	ENSMUSG00000000826	269.0	1503.66987583278	1017.02471168198	0.586887722150718	128.0	169.0	157.725015900946	70.5239137642356	0.523768086497741	7.14	2.65133590789682	ENSMUST00000072334	0.0669144981412639	0.0223048327137546	0.0297397769516728	0.0817843866171003	0.1524163568773234	0.4052044609665427	0.2118959107806691	0.0111524163568773	0.0111524163568773	0.0074349442379182	0.0037174721189591	0.0557620817843866	0.0	0.0	0.0074349442379182	0.0	0.8698884758364313	0.0408921933085501	0.0	0.0223048327137546
ENSMUST00000149163	Tpd52l2	ENSMUSG00000000827	152.0	1306.71112589456	393.30354566993	0.457645663733079	166.0	98.0	160.898992949912	63.5902690431454	0.515634505564187	10.24	8.57982357184276	ENSMUST00000149163	0.6510067114093959	0.1140939597315436	0.0939597315436241	0.0402684563758389	0.0268456375838926	0.0335570469798657	0.0067114093959731	0.0134228187919463	0.0134228187919463	0.0067114093959731	0.0	0.0	0.4697986577181208	0.0201342281879194	0.3221476510067114	0.0134228187919463	0.1409395973154362	0.0	0.0	0.0335570469798657
ENSMUST00000001042	Ilf2	ENSMUSG00000001016	526.0	1320.64015772702	453.381774246821	0.525224643429225	146.0	379.0	150.604410288784	63.9376872732291	0.520309932965505	13.42	9.55115299047957	ENSMUST00000001042	0.2115384615384615	0.0596153846153846	0.0692307692307692	0.0692307692307692	0.0942307692307692	0.2269230769230769	0.1557692307692307	0.0692307692307692	0.0384615384615384	0.0057692307692307	0.0	0.0	0.0	0.0019230769230769	0.0	0.0134615384615384	0.0	0.7134615384615385	0.0019230769230769	0.2692307692307692
ENSMUST00000001043	Chtop	ENSMUSG00000001017	243.0	1312.16812321784	637.554326906263	0.505437098614461	170.0	177.0	157.081542886046	71.2440832568362	0.511041573434869	3.05	2.69933242175505	ENSMUST00000001043	0.0288065843621399	0.0164609053497942	0.0041152263374485	0.0246913580246913	0.0329218106995884	0.139917695473251	0.3415637860082304	0.1604938271604938	0.1893004115226337	0.0617283950617283	0.0	0.0041152263374485	0.0	0.0	0.0	0.0041152263374485	0.0082304526748971	0.1851851851851851	0.0082304526748971	0.7901234567901234
ENSMUST00000079080	Mapk7	ENSMUSG00000001034	50.0	1591.47574292783	718.312083816576	0.536275511135286	174.0	31.0	196.175131100997	88.817392881303	0.543110224693389	5.79	0.6151481125578089	ENSMUST00000079080	0.04	0.02	0.06	0.02	0.06	0.14	0.2	0.24	0.16	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.98
ENSMUST00000108713	Epn2	ENSMUSG00000001036	34.0	1664.77739266625	649.605048660213	0.509742429589518	103.0	21.0	211.080549182652	68.0933854477803	0.52355176772975	34.78	1.13794085703526	ENSMUST00000108713	0.0	0.0588235294117647	0.0	0.0294117647058823	0.088235294117647	0.1470588235294117	0.088235294117647	0.2058823529411764	0.3235294117647059	0.0588235294117647	0.0	0.0	0.0	0.0	0.0	0.0	0.088235294117647	0.0588235294117647	0.0	0.8529411764705882
ENSMUST00000127405	Nhp2	ENSMUSG00000001056	1127.0	799.940294753718	50.1958996582385	0.465659721409162	158.0	823.0	117.563460224608	50.7321719842862	0.495102805616023	5.0	4.97316971660023	ENSMUST00000127405	0.5581188997338066	0.0851818988464951	0.0922803904170363	0.1109139307897071	0.0940550133096717	0.0434782608695652	0.0159716060337178	0.0	0.0	0.0	0.0	0.0	0.0	0.0017746228926353	0.0008873114463176	0.0017746228926353	0.0053238686779059	0.9849157054126	0.0	0.0053238686779059
ENSMUST00000102581	Kctd10	ENSMUSG00000001098	822.0	1887.98397828121	848.888508208292	0.535061245143386	154.0	573.0	151.213229733898	71.7875954155357	0.508570548382222	12.17	1.42052223549919	ENSMUST00000102581	0.1272949816401468	0.0269277845777233	0.0771113831089351	0.0636474908200734	0.0697674418604651	0.1517747858017135	0.1432068543451652	0.1150550795593635	0.1689106487148103	0.0563035495716034	0.0	0.0024479804161566	0.003671970624235	0.0416156670746634	0.0122399020807833	0.0012239902080783	0.0012239902080783	0.00734394124847	0.0097919216646266	0.920440636474908
ENSMUST00000001127	Poldip2	ENSMUSG00000001100	468.0	1373.10654077404	467.73741725463	0.510816266933009	175.0	319.0	151.578651522471	69.6721422246832	0.511229352379224	3.3	5.98162647020933	ENSMUST00000001127	0.2478632478632478	0.0512820512820512	0.0619658119658119	0.0747863247863247	0.126068376068376	0.1196581196581196	0.1175213675213675	0.0854700854700854	0.0961538461538461	0.0192307692307692	0.0	0.0	0.0021367521367521	0.0	0.0085470085470085	0.0042735042735042	0.0064102564102564	0.438034188034188	0.0	0.5405982905982906
ENSMUST00000001186	Snrnp27	ENSMUSG00000001158	351.0	867.410966434175	93.5099168504212	0.513698770093575	131.0	222.0	142.174263528929	55.9415726794158	0.513352442071475	16.33	8.815087703766249	ENSMUST00000001186	0.4586894586894587	0.0712250712250712	0.0683760683760683	0.0883190883190883	0.0911680911680911	0.0769230769230769	0.0826210826210826	0.0484330484330484	0.0142450142450142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017094017094017	0.0028490028490028	0.0512820512820512	0.9287749287749288
ENSMUST00000110082	Calm1	ENSMUSG00000001175	2319.0	1282.31528321055	447.399564710063	0.497563688819113	141.0	1547.0	122.940327295627	60.327980691628	0.519626715783587	3.1	6.89615887830252	ENSMUST00000110082	0.3186718413109098	0.2026735661923242	0.2595946528676153	0.1366968520914187	0.0034497628288055	0.0038809831824062	0.01250539025442	0.0185424752048296	0.0275981026304441	0.0163863734368262	0.0	0.038809831824062	0.0379473911168607	0.8352738249245364	0.0	0.0	0.0004312203536006	0.0	0.0	0.08753773178094
ENSMUST00000001326	Sp1	ENSMUSG00000001280	305.0	1571.44984738191	817.694776091257	0.545613631451688	172.0	211.0	168.04798680497	73.5881297447946	0.511633871569877	1.93	0.6841987834969369	ENSMUST00000001326	0.0032786885245901	0.0	0.0131147540983606	0.0131147540983606	0.0622950819672131	0.0196721311475409	0.0622950819672131	0.1442622950819672	0.3049180327868852	0.3770491803278688	0.0	0.0	0.0	0.0131147540983606	0.0	0.0852459016393442	0.0	0.0098360655737704	0.0032786885245901	0.8885245901639345
ENSMUST00000043172	Rarg	ENSMUSG00000001288	591.0	1599.04388017781	765.090779908237	0.546800561197191	184.0	397.0	152.691572429004	72.7515730536824	0.518982572382822	9.6	2.9234550864107094	ENSMUST00000043172	0.05414551607445	0.0219966159052453	0.0473773265651438	0.0592216582064297	0.0812182741116751	0.1252115059221658	0.116751269035533	0.1742808798646362	0.2081218274111675	0.1116751269035533	0.0	0.0	0.0033840947546531	0.0016920473773265	0.0016920473773265	0.0033840947546531	0.0016920473773265	0.0033840947546531	0.0016920473773265	0.9830795262267344
ENSMUST00000001319	Efnb2	ENSMUSG00000001300	217.0	1473.06507024589	944.234953119741	0.567657069596502	110.0	129.0	164.167237987092	78.6550238184856	0.52608575314169	2.78	0.28534420955	ENSMUST00000001319	0.032258064516129	0.0	0.0	0.0138248847926267	0.0414746543778801	0.0414746543778801	0.0967741935483871	0.1705069124423963	0.2672811059907834	0.336405529953917	0.0046082949308755	0.0046082949308755	0.0	0.0	0.0138248847926267	0.0	0.0	0.0092165898617511	0.0230414746543778	0.9447004608294932
ENSMUST00000001339	Rrp15	ENSMUSG00000001305	185.0	870.491383738256	286.331430765528	0.495298322056939	171.0	122.0	145.316623768739	47.1084303927348	0.48528291831965	2.67	2.85713598529823	ENSMUST00000001339	0.1351351351351351	0.0108108108108108	0.0972972972972973	0.081081081081081	0.1567567567567567	0.2702702702702703	0.1027027027027027	0.1027027027027027	0.0432432432432432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.054054054054054	0.0216216216216216	0.9243243243243244
ENSMUST00000088248	Ube2c	ENSMUSG00000001403	1239.0	985.43172146006	50.0784287177929	0.497091912956971	133.0	822.0	155.699803761009	56.8284638811929	0.506597178789794	2.0	5.63954161171219	ENSMUST00000088248	0.5137318255250404	0.0702746365105008	0.0452342487883683	0.0581583198707592	0.0654281098546042	0.0807754442649434	0.0654281098546042	0.0888529886914378	0.0105008077544426	0.0016155088852988	0.0	0.0	0.0	0.0	0.0	0.0016155088852988	0.0008077544426494	0.0024232633279483	0.0040387722132471	0.9911147011308562
ENSMUST00000001479	Kpnb1	ENSMUSG00000001440	2204.0	1642.88368357261	1020.8287251325	0.565632081656734	106.0	1532.0	149.894969218621	64.4048129029317	0.502715125637857	1.18	4.87453234540574	ENSMUST00000001479	0.0222524977293369	0.0181653042688465	0.0345140781108083	0.0640326975476839	0.1189827429609445	0.1766575840145322	0.2538601271571298	0.0694822888283378	0.1244323342415985	0.1176203451407811	0.0009082652134423	0.0004541326067211	0.0009082652134423	0.0027247956403269	0.0027247956403269	0.0227066303360581	0.5867393278837421	0.0027247956403269	0.0045413260672116	0.3755676657584014
ENSMUST00000001507	Cyp51	ENSMUSG00000001467	1335.0	1541.38903249999	807.607564222912	0.549187931166008	112.0	924.0	149.67542480378	64.305291503492	0.490413954420875	3.5	1.8020044077053	ENSMUST00000001507	0.0951310861423221	0.0344569288389513	0.0531835205992509	0.0741573033707865	0.1408239700374531	0.2262172284644194	0.2022471910112359	0.0726591760299625	0.0561797752808988	0.0449438202247191	0.0	0.0	0.0022471910112359	0.0007490636704119	0.0	0.0014981273408239	0.3430711610486891	0.397752808988764	0.0531835205992509	0.2014981273408239
ENSMUST00000001513	Tubb6	ENSMUSG00000001473	949.0	1409.59606203931	502.240166844011	0.53080304868858	141.0	691.0	130.305603262116	54.0057303944401	0.501382765049917	6.54	0.76623470290019	ENSMUST00000001513	0.2377919320594479	0.0392781316348195	0.0371549893842887	0.0658174097664543	0.0690021231422505	0.0700636942675159	0.1645435244161358	0.1263269639065817	0.1613588110403397	0.0286624203821656	0.0	0.0010615711252653	0.0010615711252653	0.0010615711252653	0.0010615711252653	0.0010615711252653	0.0063694267515923	0.0021231422505307	0.0	0.98619957537155
ENSMUST00000074372	Irx2	ENSMUSG00000001504	185.0	1175.02147896704	578.660993712621	0.543936937625649	169.0	124.0	173.058581891777	69.1790403763044	0.506981407324448	8.28	0.260995339340714	ENSMUST00000074372	0.0324324324324324	0.0108108108108108	0.0378378378378378	0.0756756756756756	0.0594594594594594	0.1027027027027027	0.2162162162162162	0.2378378378378378	0.1567567567567567	0.0702702702702702	0.0	0.0054054054054054	0.0054054054054054	0.0	0.0	0.0	0.0	0.0054054054054054	0.4918918918918919	0.4918918918918919
ENSMUST00000073316	Foxm1	ENSMUSG00000001517	367.0	1865.52282989122	1129.98562702272	0.576281673320438	128.0	257.0	153.581687478172	65.2001966675426	0.507898216402729	9.15	5.10298875966984	ENSMUST00000073316	0.0463215258855585	0.0190735694822888	0.0381471389645776	0.0517711171662125	0.0790190735694822	0.1280653950953678	0.1716621253405994	0.1907356948228883	0.2534059945504087	0.0217983651226158	0.0	0.0	0.0	0.0	0.0	0.0054495912806539	0.0027247956403269	0.2588555858310626	0.0081743869209809	0.7247956403269755
ENSMUST00000001562	Tulp3	ENSMUSG00000001521	296.0	1764.97570951942	908.337794812013	0.55152776198476	187.0	188.0	158.12872580814	74.390391728444	0.531088817399708	5.93	3.54641991121216	ENSMUST00000001562	0.0506756756756756	0.0304054054054054	0.054054054054054	0.0472972972972973	0.0641891891891891	0.0641891891891891	0.179054054054054	0.1722972972972972	0.2263513513513513	0.1114864864864864	0.0	0.0033783783783783	0.0	0.0	0.0101351351351351	0.0	0.0067567567567567	0.0168918918918918	0.0	0.9628378378378378
ENSMUST00000001566	Tubb5	ENSMUSG00000001525	12070.0	1329.67283357624	467.202272698476	0.507764494457672	93.0	8372.0	139.513301889738	58.2969936822529	0.491989694699135	1.9	2.70223738642382	ENSMUST00000001566	0.2059652029826015	0.0581607290803645	0.0804473902236951	0.0926263463131731	0.1047224523612261	0.1599005799502899	0.0752278376139188	0.0968516984258492	0.1015741507870753	0.0245236122618061	0.00016570008285	0.0010770505385252	0.0009942004971002	0.0008285004142502	0.0013256006628003	0.0026512013256006	0.6572493786246894	0.0039768019884009	0.0014084507042253	0.3303231151615576
ENSMUST00000001611	Nom1	ENSMUSG00000001569	147.0	1526.86730904938	673.694106021445	0.535979020837689	202.0	86.0	169.397869258826	71.0022996571286	0.509988731992176	4.22	1.28198754604457	ENSMUST00000001611	0.1969696969696969	0.1969696969696969	0.4242424242424242	0.0833333333333333	0.0303030303030303	0.0075757575757575	0.0	0.0227272727272727	0.0227272727272727	0.0151515151515151	0.0303030303030303	0.0227272727272727	0.0075757575757575	0.8181818181818182	0.0	0.0606060606060606	0.0	0.0227272727272727	0.0	0.0378787878787878
ENSMUST00000167662	Ergic1	ENSMUSG00000001576	1166.0	1548.05257164196	762.989054371187	0.548234926603229	135.0	796.0	143.208296363426	60.8355460182801	0.488825916334092	1.03	5.39715207099039	ENSMUST00000167662	0.1826758147512864	0.0428816466552315	0.0540308747855917	0.0771869639794168	0.0651801029159519	0.0823327615780446	0.1106346483704974	0.1303602058319039	0.1801029159519725	0.0746140651801029	0.0008576329331046	0.0	0.0008576329331046	0.0025728987993138	0.1449399656946826	0.0025728987993138	0.0051457975986277	0.0042881646655231	0.0274442538593482	0.8113207547169812
ENSMUST00000001675	Stk38l	ENSMUSG00000001630	64.0	1577.93532305528	748.951512153787	0.571147393883098	268.0	48.0	183.387000077431	58.2045763329884	0.530131862765619	23.88	1.07767682724386	ENSMUST00000001675	0.046875	0.03125	0.078125	0.09375	0.203125	0.046875	0.140625	0.109375	0.125	0.125	0.0	0.0	0.0	0.015625	0.015625	0.34375	0.0	0.0	0.03125	0.59375
ENSMUST00000001724	Ddx18	ENSMUSG00000001674	420.0	1497.00571698005	591.654023527532	0.530257796077735	176.0	292.0	148.486496110815	61.5544369157581	0.504771368872636	2.29	4.63862872874667	ENSMUST00000001724	0.119047619047619	0.0404761904761904	0.0666666666666666	0.0619047619047619	0.0857142857142857	0.1285714285714285	0.1380952380952381	0.15	0.1666666666666666	0.0428571428571428	0.0	0.0023809523809523	0.0023809523809523	0.0	0.0023809523809523	0.0	0.0	0.0023809523809523	0.0023809523809523	0.988095238095238
ENSMUST00000079324	Ubl3	ENSMUSG00000001687	277.0	1551.98674884834	707.343678661798	0.536914169336736	157.0	185.0	159.658255194501	65.0849279217899	0.513579340367624	3.47	1.80748903627476	ENSMUST00000079324	0.1444043321299639	0.0433212996389891	0.0433212996389891	0.0974729241877256	0.0649819494584837	0.0613718411552346	0.0938628158844765	0.148014440433213	0.2346570397111913	0.0685920577617328	0.0	0.0	0.0	0.0	0.0722021660649819	0.0	0.0	0.0072202166064981	0.0252707581227436	0.8953068592057761
